date,usdcny
2025-07-14,7.172
2025-07-15,7.1796
2025-07-16,7.1827
2025-07-17,7.1838
2025-07-18,7.1728
2025-07-21,7.17
2025-07-22,7.1709
2025-07-23,7.155
2025-07-24,7.1535
2025-07-25,7.1661
2025-07-28,7.177
2025-07-29,7.1761
2025-07-30,7.1911
2025-07-31,7.1994
2025-08-01,7.1881
2025-08-04,7.178
2025-08-05,7.1846
2025-08-06,7.1828
2025-08-07,7.181
2025-08-08,7.1845
2025-08-11,7.1856
2025-08-12,7.1838
2025-08-13,7.1741
2025-08-14,7.1784
2025-08-15,7.1817
2025-08-18,7.1856
2025-08-19,7.181
2025-08-20,7.175
2025-08-21,7.1795
2025-08-22,7.1689
2025-08-25,7.1501
2025-08-26,7.1557
2025-08-27,7.1581
2025-08-28,7.13
2025-08-29,7.1303
2025-09-01,7.1373
2025-09-02,7.1394
2025-09-03,7.1428
2025-09-04,7.1427
2025-09-05,7.1332
2025-09-08,7.1296
2025-09-09,7.1232
2025-09-10,7.1206
2025-09-11,7.119
2025-09-12,7.123
2025-09-15,7.119
2025-09-16,7.1145
2025-09-17,7.1035
2025-09-18,7.1106
2025-09-19,7.1145
2025-09-22,7.1131
2025-09-23,7.1115
2025-09-24,7.1313
2025-09-25,7.1322
2025-09-26,7.1341
2025-09-29,7.1212
2025-09-30,7.12
2025-10-09,7.127
2025-10-10,7.123
2025-10-13,7.13
2025-10-14,7.1382
2025-10-15,7.1268
2025-10-16,7.123
2025-10-17,7.1261
2025-10-20,7.1205
2025-10-21,7.1206
2025-10-22,7.127
2025-10-23,7.1221
2025-10-24,7.1228
2025-10-27,7.111
2025-10-28,7.0992
2025-10-29,7.099
2025-10-30,7.1105
2025-10-31,7.118
2025-11-03,7.1216
2025-11-04,7.129
2025-11-05,7.1264
2025-11-06,7.1199
2025-11-07,7.121
2025-11-10,7.1199
2025-11-11,7.117
2025-11-12,7.112
2025-11-13,7.0958
2025-11-14,7.097
2025-11-17,7.1078
2025-11-18,7.1078
2025-11-19,7.1107
2025-11-20,7.1089
2025-11-21,7.1068
2025-11-24,7.1032
2025-11-25,7.0848
2025-11-26,7.0772
2025-11-27,7.0811
2025-11-28,7.0748
2025-12-01,7.071
2025-12-02,7.0697
2025-12-03,7.0637
2025-12-04,7.0704
2025-12-05,7.0708
2025-12-08,7.068
2025-12-09,7.0633
2025-12-10,7.0645
2025-12-11,7.0571
2025-12-12,7.0546
2025-12-15,7.047
2025-12-16,7.0416
2025-12-17,7.0432
2025-12-18,7.0406
2025-12-19,7.0409
2025-12-22,7.0367
2025-12-23,7.028
2025-12-24,7.0138
2025-12-25,7.0059
2025-12-26,7.0065
2025-12-29,7.006
2025-12-30,6.9944
2025-12-31,6.9876
2026-01-05,6.9877
2026-01-06,6.981
2026-01-07,6.9888
2026-01-08,6.9836
2026-01-09,6.9772
2026-01-12,6.973
2026-01-13,6.9746
2026-01-14,6.9726
2026-01-15,6.9671
2026-01-16,6.9682
2026-01-19,6.9633
2026-01-20,6.9609
2026-01-21,6.9635
2026-01-22,6.9718
2026-01-23,6.9636
2026-01-26,6.955
2026-01-27,6.9545
2026-01-28,6.9456
2026-01-29,6.949
2026-01-30,6.952
2026-02-02,6.9433
2026-02-03,6.9376
2026-02-04,6.9396
2026-02-05,6.9379
2026-02-06,6.9359
2026-02-09,6.9208
2026-02-10,6.9101
2026-02-11,6.9123
2026-02-12,6.9002
2026-02-13,6.9031
2026-02-24,6.884
2026-02-25,6.8635
2026-02-26,6.8406
2026-02-27,6.861
2026-03-02,6.9
2026-03-03,6.918
2026-03-04,6.896
2026-03-05,6.9033
2026-03-06,6.9025
2026-03-09,6.914
2026-03-10,6.8624
2026-03-11,6.8661
2026-03-12,6.8773
2026-03-13,6.8932
2026-03-16,6.8864
2026-03-17,6.8815
2026-03-18,6.8864
2026-03-19,6.8956
2026-03-20,6.9021
2026-03-23,6.8788
2026-03-24,6.8918
2026-03-25,6.9005
2026-03-26,6.9096
2026-03-27,6.9113
2026-03-30,6.9125
2026-03-31,6.8933
2026-04-01,6.8715
2026-04-02,6.8884
2026-04-03,6.8824
2026-04-07,6.862
2026-04-08,6.8282
2026-04-09,6.8368
2026-04-10,6.8278
2026-04-13,6.8303
2026-04-14,6.8156
2026-04-15,6.8195
2026-04-16,6.8228
2026-04-17,6.8169
2026-04-20,6.8174
2026-04-21,6.8185
2026-04-22,6.825
2026-04-23,6.829
2026-04-24,6.8324
2026-04-27,6.8245
2026-04-28,6.8387
2026-04-29,6.8373
2026-04-30,6.8266
2026-05-06,6.8123
2026-05-07,6.8013
2026-05-08,6.8006
2026-05-11,6.7948
2026-05-12,6.7932
2026-05-13,6.7906
2026-05-14,6.7852
2026-05-15,6.8093
2026-05-18,6.7999
2026-05-19,6.8118
2026-05-20,6.8005
2026-05-21,6.8025
2026-05-22,6.795
2026-05-25,6.7836
2026-05-26,6.7846
2026-05-27,6.7782
2026-05-28,6.7759
2026-05-29,6.7662
2026-06-01,6.767
2026-06-02,6.7621
2026-06-03,6.7741
2026-06-04,6.7731
2026-06-05,6.7815
2026-06-08,6.7825
2026-06-09,6.7709
2026-06-10,6.7756
2026-06-11,6.7755
2026-06-12,6.7626
2026-06-15,6.7568
2026-06-16,6.757
2026-06-17,6.7575
2026-06-18,6.7692
2026-06-22,6.775
2026-06-23,6.7893
2026-06-24,6.8112
2026-06-25,6.7965
2026-06-26,6.7993
2026-06-29,6.7973
2026-06-30,6.7854
2026-07-01,6.7896
2026-07-02,6.7845
2026-07-03,6.7803
2026-07-06,6.7942
2026-07-07,6.7934
2026-07-08,6.8025
2026-07-09,6.7934
2026-07-10,6.7772
2026-07-13,6.7796
2026-07-14,6.77
2026-07-15,6.7682
2026-07-16,6.7728
2026-07-17,6.7767
2026-07-20,6.768
2026-07-21,6.767
2026-07-22,6.7725
2026-07-23,6.7751
2026-07-24,6.7721
2026-07-27,6.7645
2026-07-28,6.7681
2026-07-29,6.7678
2026-07-30,6.753
2026-07-31,6.7528
2026-08-03,6.7563
2026-08-04,6.747
2026-08-05,6.7485
2026-08-06,6.7482
2026-08-07,6.7454
2026-08-10,6.7452
2026-08-11,6.7445
2026-08-12,6.7418
2026-08-13,6.7422
2026-08-14,6.7414
2026-08-17,6.7397
2026-08-18,6.7426
2026-08-19,6.7288
2026-08-20,6.723
2026-08-21,6.721
2026-08-24,6.7224
2026-08-25,6.7203
2026-08-26,6.7227
2026-08-27,6.7198
2026-08-28,6.7231
2026-08-31,6.7202
2026-09-01,6.7202
2026-09-02,6.719
2026-09-03,6.719
2026-09-04,6.7108
