统计时间,dR_t,tb_t,fdi_t,val_t,resid_t
2021-01,-0.005851000000000273,0.07817,,-5.760216305549661e-20,0.08402100000000028
2021-02,-0.005677000000000376,,,-6.66178446964936e-20,
2021-03,-0.03496499999999969,0.10325,,-1.779750637398662e-20,0.1382149999999997
2021-04,0.028150999999999815,0.0138,,2.0140045705245234e-21,-0.014350999999999815
2021-05,0.02362300000000017,0.04286,,1.9947013747859947e-21,0.01923699999999983
2021-06,-0.007792999999999939,0.04553,,3.677638682099006e-21,0.05332299999999994
2021-07,0.0218799999999999,0.05152999999999999,,7.961353406677287e-21,0.029650000000000093
2021-08,-0.003773999999999944,0.05658,,-3.259330247337547e-21,0.06035399999999994
2021-09,-0.03149000000000024,0.058339999999999996,,-1.053727890337635e-20,0.08983000000000024
2021-10,0.016988000000000003,0.06676,,-7.139999727956354e-22,0.049772
2021-11,0.0047720000000004426,0.08454,,2.870386022980277e-21,0.07976799999999956
2021-12,0.027779999999999916,0.07172,,-2.6275295079406632e-21,0.04394000000000009
2022-01,-0.02853400000000006,0.09446,,-6.599356169181945e-21,0.12299400000000006
2022-02,-0.00780499999999984,,,-3.6223867764576327e-22,
2022-03,-0.02583300000000044,0.11595,,-4.7606686692943144e-21,0.14178300000000044
2022-04,-0.06827399999999972,0.04738,,1.5563906667258404e-22,0.11565399999999973
2022-05,0.008059999999999956,0.05112,,2.0910276858553e-24,0.04306000000000004
2022-06,-0.056508,0.07876,,-8.081478805617867e-24,0.135268
2022-07,0.0327989999999998,0.09794,,1.3680221137739962e-23,0.0651410000000002
2022-08,-0.049190999999999985,0.10126,,-3.545972020874894e-23,0.150451
2022-09,-0.025924999999999976,0.07939,,9.260183364115231e-25,0.10531499999999998
2022-10,0.02347200000000038,0.08474,,-1.6337154365054307e-25,0.061267999999999614
2022-11,0.06506100000000004,0.08515,,1.0831683094262625e-25,0.020088999999999968
2022-12,0.01020299999999974,0.06984,,-9.343961791985765e-26,0.05963700000000026
2023-01,0.056770999999999905,0.078,,1.0390461845539537e-25,0.021229000000000095
2023-02,-0.05130899999999983,,,-2.041601339696237e-25,
2023-03,0.05071899999999996,0.11688,,3.2478655667083297e-26,0.06616100000000004
2023-04,0.020893999999999746,0.08819,,5.590497938947835e-27,0.06729600000000026
2023-05,-0.028257999999999672,0.09021,,-3.1138452635769733e-26,0.11846799999999967
2023-06,0.01648999999999967,0.06581000000000001,,-1.5198494096651183e-26,0.049320000000000336
2023-07,0.011272000000000393,0.07062,,-8.5917117654069e-27,0.05934799999999961
2023-08,-0.0441720000000001,0.0806,,-4.590437006651254e-27,0.1247720000000001
2023-09,-0.045027999999999846,0.06836,,-1.3921252226969862e-26,0.11338799999999985
2023-10,-0.013846000000000025,0.07771,,4.653932217710583e-28,0.09155600000000003
2023-11,0.07058299999999962,0.05653,,-3.365227809046621e-28,-0.014052999999999621
2023-12,0.06617000000000006,0.06838999999999999,,-6.679004104316521e-28,0.0022199999999999304
2024-01,-0.0186569999999997,0.07534,,3.0832683552962048e-28,0.0939969999999997
2024-02,0.006496999999999531,,,5.513375374414891e-28,
2024-03,0.019840000000000302,0.12516,,-5.423253440579976e-29,0.10531999999999969
2024-04,-0.04482600000000003,0.05855,,5.237342335907805e-28,0.10337600000000002
2024-05,0.031207999999999902,0.07235,,5.2254323607068116e-30,0.041142000000000095
2024-06,-0.009680999999999607,0.08262,,5.9330879516188855e-30,0.0923009999999996
2024-07,0.03401399999999999,0.09905,,1.4388155823508352e-29,0.06503600000000001
2024-08,0.031842999999999844,0.08465,,1.5113098266061686e-29,0.05280700000000016
2024-09,0.02815199999999951,0.09102,,1.1943941237728603e-29,0.06286800000000049
2024-10,-0.055316999999999616,0.08171,,-6.531816956043933e-29,0.13702699999999962
2024-11,0.004809999999999981,0.09527000000000001,,1.9939454065511e-31,0.09046000000000003
2024-12,-0.06350299999999987,0.09744,,-1.0043709835695263e-30,0.16094299999999986
2025-01,0.0066790000000001015,0.10484,,2.3916923563602998e-33,0.0981609999999999
2025-02,0.01818799999999987,,,1.3445043147615286e-31,
2025-03,0.013441000000000258,0.17052,,1.1964457337784866e-32,0.15707899999999975
2025-04,0.04099699999999995,0.10264000000000001,,4.425417424563876e-32,0.06164300000000006
2025-05,0.0035929999999999573,0.09618,,-1.897699334733302e-31,0.09258700000000004
2025-06,0.032166999999999835,0.10322,,6.774912275300743e-32,0.07105300000000017
2025-07,-0.025187000000000292,0.11477000000000001,,-7.012207421250754e-32,0.1399570000000003
2025-08,0.029919000000000473,0.09824,,5.679988247427301e-32,0.06832099999999952
2025-09,0.016503999999999852,,,3.9748527469733827e-32,
2025-10,0.004684999999999828,,,3.1139606999105623e-32,
2025-11,0.0030290000000001704,,,6.272310960566234e-32,
2025-12,0.011497000000000313,,,-1.2459449693291131e-31,
2026-01,0.041208999999999385,,,-3.6999293817762566e-32,
2026-02,0.028729000000000227,,,1.3452431740677123e-31,
2026-03,-0.08568399999999965,,,-2.490143136785339e-31,
2026-04,0.06842399999999982,,,-2.116226288449596e-32,
2026-05,0.03169099999999947,,,-8.378691271608532e-33,
2026-06,-0.025975999999999555,,,1.6484905514979456e-34,
2026-07,0.0025140000000001272,,,-4.635332311115292e-32,
2026-08,0.019548999999999594,,,3.9354822462352414e-34,
